Workbook Sheet,Workbook Row,Metric,Level,Location Type,Location,Original Division,Final Division,Report Geography,Mapping Status,Confidence,Matched Evidence,Hierarchy Path
Clinical,3,Length of Stay O/E,0,Corporate,AdventHealth,N/A,N/A,N/A,PRESERVED,none,N/A,N/A
Clinical,4,CMS Star Rating,0,Corporate,AdventHealth,N/A,N/A,N/A,PRESERVED,none,N/A,N/A
Clinical,5,Leapfrog Safety Grade,0,Corporate,AdventHealth,N/A,N/A,N/A,PRESERVED,none,N/A,N/A
Clinical,6,CMS Star Rating,1,Facility,AH Avista,N/A,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AH Avista
Clinical,7,CMS Star Rating,1,Facility,AH Carrollwood,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Carrollwood,AH Carrollwood
Clinical,8,CMS Star Rating,1,Facility,AH Castle Rock,N/A,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AH Castle Rock
Clinical,9,CMS Star Rating,1,Facility,AH Central Texas,N/A,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,AH Central Texas
Clinical,10,CMS Star Rating,1,Facility,AH Dade City,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Dade City,AH Dade City
Clinical,11,CMS Star Rating,1,Facility,AH Daytona Beach,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Daytona Beach,AH Daytona Beach
Clinical,12,CMS Star Rating,1,Facility,AH DeLand,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,DeLand,AH DeLand
Clinical,13,CMS Star Rating,1,Facility,AH Fish Memorial,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Fish Memorial,AH Fish Memorial
Clinical,14,CMS Star Rating,1,Facility,AH Gordon,N/A,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AH Gordon
Clinical,15,CMS Star Rating,1,Facility,AH Heart of Florida,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Heart of Florida,AH Heart of Florida
Clinical,16,CMS Star Rating,1,Facility,AH Hendersonville,N/A,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AH Hendersonville
Clinical,17,CMS Star Rating,1,Facility,AH Lake Wales,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Lake Wales,AH Lake Wales
Clinical,18,CMS Star Rating,1,Facility,AH Littleton,N/A,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AH Littleton
Clinical,19,CMS Star Rating,1,Facility,AH Manchester,N/A,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AH Manchester
Clinical,20,CMS Star Rating,1,Facility,AH Murray,N/A,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AH Murray
Clinical,21,CMS Star Rating,1,Facility,AH New Smyrna Beach,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,New Smyrna Beach,AH New Smyrna Beach
Clinical,22,CMS Star Rating,1,Facility,AH North Pinellas,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,North Pinellas,AH North Pinellas
Clinical,23,CMS Star Rating,1,Facility,AH Ocala,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Ocala,AH Ocala
Clinical,24,CMS Star Rating,1,Facility,AH Orlando,N/A,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Orlando,AH Orlando
Clinical,25,CMS Star Rating,1,Facility,AH Ottawa,N/A,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AH Ottawa
Clinical,26,CMS Star Rating,1,Facility,AH Palm Coast,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Palm Coast,AH Palm Coast
Clinical,27,CMS Star Rating,1,Facility,AH Palm Coast Parkway,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Palm Coast Parkway,AH Palm Coast Parkway
Clinical,28,CMS Star Rating,1,Facility,AH Parker,N/A,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AH Parker
Clinical,29,CMS Star Rating,1,Facility,AH Polk,N/A,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AH Polk
Clinical,30,CMS Star Rating,1,Facility,AH Port Charlotte,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Port Charlotte,AH Port Charlotte
Clinical,31,CMS Star Rating,1,Facility,AH Porter,N/A,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AH Porter
Clinical,32,CMS Star Rating,1,Facility,AH Redmond,N/A,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AH Redmond
Clinical,33,CMS Star Rating,1,Facility,AH Rollins Brook,N/A,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,AH Rollins Brook
Clinical,34,CMS Star Rating,1,Facility,AH Sebring,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Sebring,AH Sebring
Clinical,35,CMS Star Rating,1,Facility,AH Shawnee Mission,N/A,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AH Shawnee Mission
Clinical,36,CMS Star Rating,1,Facility,AH South Overland Park,N/A,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AH South Overland Park
Clinical,37,CMS Star Rating,1,Facility,AH Tampa,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Tampa,AH Tampa
Clinical,38,CMS Star Rating,1,Facility,AH Waterman,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Waterman,AH Waterman
Clinical,39,CMS Star Rating,1,Facility,AH Wesley Chapel,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Wesley Chapel,AH Wesley Chapel
Clinical,40,CMS Star Rating,1,Facility,AH Zephyrhills,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Zephyrhills,AH Zephyrhills
Clinical,41,CMS Star Rating,1,Facility,TH Huguley,N/A,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,TH Huguley
Clinical,42,CMS Star Rating,1,Facility,TH Mansfield,N/A,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,TH Mansfield
Clinical,43,CMS Star Rating,1,Facility,UCM AH Bolingbrook,N/A,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Great Lakes,UCM AH Bolingbrook
Clinical,44,CMS Star Rating,1,Facility,UCM AH GlenOaks,N/A,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Great Lakes,UCM AH GlenOaks
Clinical,45,CMS Star Rating,1,Facility,UCM AH Hinsdale,N/A,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Great Lakes,UCM AH Hinsdale
Clinical,46,CMS Star Rating,1,Facility,UCM AH La Grange,N/A,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Great Lakes,UCM AH La Grange
Clinical,47,Leapfrog Safety Grade,1,Campus,AH Altamonte Springs HOSP,N/A,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Altamonte Springs,AH Altamonte Springs HOSP
Clinical,48,Leapfrog Safety Grade,1,Campus,AH Apopka HOSP,N/A,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Apopka,AH Apopka HOSP
Clinical,49,Leapfrog Safety Grade,1,Campus,AH Avista HOSP,N/A,MSD 1,MSD 1,CONFIRMED_FACILITY_TO_DIVISION,high,Avista,AH Avista HOSP
Clinical,50,Leapfrog Safety Grade,1,Campus,AH Carrollwood HOSP,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Carrollwood,AH Carrollwood HOSP
Clinical,51,Leapfrog Safety Grade,1,Campus,AH Castle Rock HOSP,N/A,MSD 1,MSD 1,CONFIRMED_FACILITY_TO_DIVISION,high,Castle Rock,AH Castle Rock HOSP
Clinical,52,Leapfrog Safety Grade,1,Campus,AH Celebration HOSP,N/A,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Celebration,AH Celebration HOSP
Clinical,53,Leapfrog Safety Grade,1,Campus,AH Central Texas HOSP,N/A,MSD 2,MSD 2,CONFIRMED_FACILITY_TO_DIVISION,high,Central Texas,AH Central Texas HOSP
Clinical,54,Leapfrog Safety Grade,1,Campus,AH Dade City HOSP,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Dade City,AH Dade City HOSP
Clinical,55,Leapfrog Safety Grade,1,Campus,AH Daytona Beach HOSP,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Daytona Beach,AH Daytona Beach HOSP
Clinical,56,Leapfrog Safety Grade,1,Campus,AH DeLand HOSP,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,DeLand,AH DeLand HOSP
Clinical,57,Leapfrog Safety Grade,1,Campus,AH East Orlando HOSP,N/A,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,East Orlando,AH East Orlando HOSP
Clinical,58,Leapfrog Safety Grade,1,Campus,AH Fish Memorial HOSP,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Fish Memorial,AH Fish Memorial HOSP
Clinical,59,Leapfrog Safety Grade,1,Campus,AH Gordon HOSP,N/A,MSD 1,MSD 1,CONFIRMED_FACILITY_TO_DIVISION,high,Gordon,AH Gordon HOSP
Clinical,60,Leapfrog Safety Grade,1,Campus,AH Heart of Florida HOSP,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Heart of Florida,AH Heart of Florida HOSP
Clinical,61,Leapfrog Safety Grade,1,Campus,AH Hendersonville HOSP,N/A,MSD 1,MSD 1,CONFIRMED_FACILITY_TO_DIVISION,high,Hendersonville,AH Hendersonville HOSP
Clinical,62,Leapfrog Safety Grade,1,Campus,AH Kissimmee HOSP,N/A,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Kissimmee,AH Kissimmee HOSP
Clinical,63,Leapfrog Safety Grade,1,Campus,AH Lake Placid HOSP,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Lake Placid,AH Lake Placid HOSP
Clinical,64,Leapfrog Safety Grade,1,Campus,AH Lake Wales HOSP,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Lake Wales,AH Lake Wales HOSP
Clinical,65,Leapfrog Safety Grade,1,Campus,AH Littleton HOSP,N/A,MSD 1,MSD 1,CONFIRMED_FACILITY_TO_DIVISION,high,Littleton,AH Littleton HOSP
Clinical,66,Leapfrog Safety Grade,1,Campus,AH Manchester HOSP,N/A,MSD 1,MSD 1,CONFIRMED_FACILITY_TO_DIVISION,high,Manchester,AH Manchester HOSP
Clinical,67,Leapfrog Safety Grade,1,Campus,AH New Smyrna Beach HOSP,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,New Smyrna Beach,AH New Smyrna Beach HOSP
Clinical,68,Leapfrog Safety Grade,1,Campus,AH North Pinellas HOSP,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,North Pinellas,AH North Pinellas HOSP
Clinical,69,Leapfrog Safety Grade,1,Campus,AH Ocala HOSP,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Ocala,AH Ocala HOSP
Clinical,70,Leapfrog Safety Grade,1,Campus,AH Orlando HOSP,N/A,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Orlando,AH Orlando HOSP
Clinical,71,Leapfrog Safety Grade,1,Campus,AH Ottawa HOSP,N/A,MSD 2,MSD 2,CONFIRMED_FACILITY_TO_DIVISION,high,Ottawa,AH Ottawa HOSP
Clinical,72,Leapfrog Safety Grade,1,Campus,AH Palm Coast HOSP,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Palm Coast,AH Palm Coast HOSP
Clinical,73,Leapfrog Safety Grade,1,Campus,AH Palm Coast Parkway HOSP,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Palm Coast Parkway,AH Palm Coast Parkway HOSP
Clinical,74,Leapfrog Safety Grade,1,Campus,AH Parker HOSP,N/A,MSD 1,MSD 1,CONFIRMED_FACILITY_TO_DIVISION,high,Parker,AH Parker HOSP
Clinical,75,Leapfrog Safety Grade,1,Campus,AH Port Charlotte HOSP,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Port Charlotte,AH Port Charlotte HOSP
Clinical,76,Leapfrog Safety Grade,1,Campus,AH Porter HOSP,N/A,MSD 1,MSD 1,CONFIRMED_FACILITY_TO_DIVISION,high,Porter,AH Porter HOSP
Clinical,77,Leapfrog Safety Grade,1,Campus,AH Redmond HOSP,N/A,MSD 1,MSD 1,CONFIRMED_FACILITY_TO_DIVISION,high,Redmond,AH Redmond HOSP
Clinical,78,Leapfrog Safety Grade,1,Campus,AH Sebring HOSP,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Sebring,AH Sebring HOSP
Clinical,79,Leapfrog Safety Grade,1,Campus,AH Shawnee Mission HOSP,N/A,MSD 2,MSD 2,CONFIRMED_FACILITY_TO_DIVISION,high,Shawnee Mission,AH Shawnee Mission HOSP
Clinical,80,Leapfrog Safety Grade,1,Campus,AH South Overland Park HOSP,N/A,MSD 2,MSD 2,CONFIRMED_FACILITY_TO_DIVISION,high,South Overland Park,AH South Overland Park HOSP
Clinical,81,Leapfrog Safety Grade,1,Campus,AH Tampa HOSP,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Tampa,AH Tampa HOSP
Clinical,82,Leapfrog Safety Grade,1,Campus,AH Waterman HOSP,N/A,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Waterman,AH Waterman HOSP
Clinical,83,Leapfrog Safety Grade,1,Campus,AH Wesley Chapel HOSP,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Wesley Chapel,AH Wesley Chapel HOSP
Clinical,84,Leapfrog Safety Grade,1,Campus,AH Winter Garden HOSP,N/A,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Winter Garden,AH Winter Garden HOSP
Clinical,85,Leapfrog Safety Grade,1,Campus,AH Winter Park HOSP,N/A,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Winter Park,AH Winter Park HOSP
Clinical,86,Leapfrog Safety Grade,1,Campus,AH Zephyrhills HOSP,N/A,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Zephyrhills,AH Zephyrhills HOSP
Clinical,87,Leapfrog Safety Grade,1,Campus,TH Huguley HOSP,N/A,MSD 2,MSD 2,CONFIRMED_FACILITY_TO_DIVISION,high,TH Huguley,TH Huguley HOSP
Clinical,88,Leapfrog Safety Grade,1,Campus,TH Mansfield HOSP,N/A,MSD 2,MSD 2,CONFIRMED_FACILITY_TO_DIVISION,high,TH Mansfield,TH Mansfield HOSP
Clinical,89,Leapfrog Safety Grade,1,Campus,UCM AH Bolingbrook HOSP,N/A,MSD 2,MSD 2,CONFIRMED_FACILITY_TO_DIVISION,high,UCM AH Bolingbrook,UCM AH Bolingbrook HOSP
Clinical,90,Leapfrog Safety Grade,1,Campus,UCM AH GlenOaks HOSP,N/A,MSD 2,MSD 2,CONFIRMED_LOCATION_ALIAS,high,UCM AH Glen Oaks (June report MSD 2 sheet),UCM AH GlenOaks HOSP
Clinical,91,Leapfrog Safety Grade,1,Campus,UCM AH Hinsdale HOSP,N/A,MSD 2,MSD 2,CONFIRMED_FACILITY_TO_DIVISION,high,UCM AH Hinsdale,UCM AH Hinsdale HOSP
Clinical,92,Leapfrog Safety Grade,1,Campus,UCM AH La Grange HOSP,N/A,MSD 2,MSD 2,CONFIRMED_FACILITY_TO_DIVISION,high,UCM AH La Grange,UCM AH La Grange HOSP
Financial,2,EBITDA Dollars,0,Corporate,AdventHealth,N/A,N/A,N/A,UNRESOLVED_PRESERVED,low,N/A,AdventHealth
Financial,3,EBITDA Dollars,1,Division,Central Florida,Central Florida,CFD,CFD,CONFIRMED_DIRECT_DIVISION,high,central florida,AdventHealth > Central Florida
Financial,4,EBITDA Dollars,1,Division,East Florida,East Florida,EFD,EFD,CONFIRMED_DIRECT_DIVISION,high,east florida,AdventHealth > East Florida
Financial,5,EBITDA Dollars,1,Division,Multi-State,Multi-State,MSD,MSD,CONFIRMED_CONSOLIDATED_MULTISTATE,medium,multi-state,AdventHealth > Multi-State
Financial,6,EBITDA Dollars,1,Division,West Florida,West Florida,WFD,WFD,CONFIRMED_DIRECT_DIVISION,high,west florida,AdventHealth > West Florida
Financial,7,EBITDA Dollars,2,Facility,AH Avista,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AdventHealth > Multi-State > Multi-State - Rocky Mountain > AH Avista
Financial,8,EBITDA Dollars,2,Facility,AH Carrollwood,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Carrollwood,AdventHealth > West Florida > AH Carrollwood
Financial,9,EBITDA Dollars,2,Facility,AH Castle Rock,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AdventHealth > Multi-State > Multi-State - Rocky Mountain > AH Castle Rock
Financial,10,EBITDA Dollars,2,Facility,AH Central Texas,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,AdventHealth > Multi-State > Multi-State - Southwest > AH Central Texas
Financial,11,EBITDA Dollars,2,Facility,AH Connerton LTA,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Connerton,AdventHealth > West Florida > AH Connerton LTA
Financial,12,EBITDA Dollars,2,Facility,AH Dade City,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Dade City,AdventHealth > West Florida > AH Dade City
Financial,13,EBITDA Dollars,2,Facility,AH Daytona Beach,East Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Daytona Beach,AdventHealth > East Florida > AH Daytona Beach
Financial,14,EBITDA Dollars,2,Facility,AH DeLand,East Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,DeLand,AdventHealth > East Florida > AH DeLand
Financial,15,EBITDA Dollars,2,Facility,AH Durand,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AdventHealth > Multi-State > Multi-State - Mid-America > AH Durand
Financial,16,EBITDA Dollars,2,Facility,AH Fish Memorial,East Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Fish Memorial,AdventHealth > East Florida > AH Fish Memorial
Financial,17,EBITDA Dollars,2,Facility,AH Gordon,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > AH Gordon
Financial,18,EBITDA Dollars,2,Facility,AH Heart of Florida,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Heart of Florida,AdventHealth > West Florida > AH Heart of Florida
Financial,19,EBITDA Dollars,2,Facility,AH Hendersonville,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > AH Hendersonville
Financial,20,EBITDA Dollars,2,Facility,AH Lake Wales,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Lake Wales,AdventHealth > West Florida > AH Lake Wales
Financial,21,EBITDA Dollars,2,Facility,AH Littleton,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AdventHealth > Multi-State > Multi-State - Rocky Mountain > AH Littleton
Financial,22,EBITDA Dollars,2,Facility,AH Manchester,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > AH Manchester
Financial,23,EBITDA Dollars,2,Facility,AH Murray,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > AH Murray
Financial,24,EBITDA Dollars,2,Facility,AH New Smyrna Beach,East Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,New Smyrna Beach,AdventHealth > East Florida > AH New Smyrna Beach
Financial,25,EBITDA Dollars,2,Facility,AH North Pinellas,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,North Pinellas,AdventHealth > West Florida > AH North Pinellas
Financial,26,EBITDA Dollars,2,Facility,AH Ocala,East Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Ocala,AdventHealth > East Florida > AH Ocala
Financial,27,EBITDA Dollars,2,Facility,AH Orlando,Central Florida,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Orlando,AdventHealth > Central Florida > AH Orlando
Financial,28,EBITDA Dollars,2,Facility,AH Ottawa,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AdventHealth > Multi-State > Multi-State - Mid-America > AH Ottawa
Financial,29,EBITDA Dollars,2,Facility,AH Palm Coast,East Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Palm Coast,AdventHealth > East Florida > AH Palm Coast
Financial,30,EBITDA Dollars,2,Facility,AH Palm Coast Parkway,East Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Palm Coast Parkway,AdventHealth > East Florida > AH Palm Coast Parkway
Financial,31,EBITDA Dollars,2,Facility,AH Parker,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AdventHealth > Multi-State > Multi-State - Rocky Mountain > AH Parker
Financial,32,EBITDA Dollars,2,Facility,AH Polk,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > AH Polk
Financial,33,EBITDA Dollars,2,Facility,AH Port Charlotte,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Port Charlotte,AdventHealth > West Florida > AH Port Charlotte
Financial,34,EBITDA Dollars,2,Facility,AH Porter,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AdventHealth > Multi-State > Multi-State - Rocky Mountain > AH Porter
Financial,35,EBITDA Dollars,2,Facility,AH Redmond,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > AH Redmond
Financial,36,EBITDA Dollars,2,Facility,AH Sebring,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Sebring,AdventHealth > West Florida > AH Sebring
Financial,37,EBITDA Dollars,2,Facility,AH Shawnee Mission,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AdventHealth > Multi-State > Multi-State - Mid-America > AH Shawnee Mission
Financial,38,EBITDA Dollars,2,Facility,AH South Overland Park,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AdventHealth > Multi-State > Multi-State - Mid-America > AH South Overland Park
